CustomerID,Gender,Age,SeniorCitizen,TenureMonths,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportTickets,SatisfactionScore,Churn
CUST101409,Female,35,0,0,35,-30.11,Month-to-month,Fiber,UPI,1,4,0
CUST101410,Male,74,1,57,190,10889.72,Month-to-month,Fiber,Cash,3,2,0
CUST101411,Female,65,1,37,61,2164.87,Month-to-month,DSL,UPI,1,4,0
CUST101412,Male,22,0,14,129,1846.09,Two year,Fiber,Credit Card,1,3,0
CUST101413,Female,43,0,33,41,1293.25,Month-to-month,Fiber,Cash,2,3,1
CUST101414,Female,47,0,60,87,5242.97,Month-to-month,DSL,UPI,1,5,0
CUST101415,Female,71,1,34,38,1391.62,Month-to-month,Fiber,UPI,3,1,1
CUST101416,Male,30,0,63,85,5353.0,One year,DSL,Bank Transfer,2,3,0
CUST101417,Female,36,0,24,186,4459.68,Two year,None,Credit Card,2,5,0
CUST101418,Female,46,0,23,92,2090.23,One year,Fiber,Cash,2,5,1
CUST101419,Female,20,0,11,166,1818.13,Month-to-month,Fiber,Cash,2,2,1
CUST101420,Male,43,0,17,163,2748.85,One year,Fiber,Cash,1,5,0
CUST101421,Male,57,0,14,73,1023.1,One year,Fiber,UPI,1,1,1
CUST101422,Male,75,1,26,172,4457.69,One year,Fiber,Cash,4,2,1
CUST101423,Female,75,1,71,131,9292.55,One year,Fiber,Cash,4,3,0
CUST101424,Female,29,0,59,37,2154.88,Month-to-month,Fiber,Cash,4,3,0
CUST101425,Male,19,0,45,170,7643.71,Month-to-month,Fiber,Credit Card,3,5,0
CUST101426,Female,28,0,16,136,2174.06,Month-to-month,DSL,Credit Card,1,4,0
CUST101427,Male,61,1,52,104,5491.12,Two year,DSL,UPI,2,1,0
CUST101428,Male,45,0,7,158,1185.61,One year,DSL,Bank Transfer,2,1,0
CUST101429,Male,35,0,26,58,1524.34,One year,Fiber,Cash,2,5,0
CUST101430,Male,30,0,45,124,5557.78,Two year,DSL,Cash,3,1,1
CUST101431,Male,54,0,49,87,4280.38,Two year,Fiber,UPI,1,2,0
CUST101432,Male,39,0,70,44,3039.11,Month-to-month,DSL,Cash,3,5,1
CUST101433,Male,29,0,2,177,326.3,Month-to-month,DSL,Bank Transfer,5,4,1
CUST101434,Female,19,0,63,192,12098.79,Two year,Fiber,UPI,2,3,0
CUST101435,Female,54,0,43,142,6072.82,Two year,DSL,Credit Card,2,1,0
CUST101436,Male,24,0,52,140,7247.81,One year,Fiber,Bank Transfer,3,3,1
CUST101437,Female,43,0,23,80,1816.72,Two year,Fiber,Cash,3,4,0
CUST101438,Male,43,0,59,119,7135.29,Month-to-month,DSL,Bank Transfer,2,4,0
CUST101439,Female,41,0,2,70,148.65,Month-to-month,Fiber,Credit Card,3,2,0
CUST101440,Male,29,0,19,117,2136.51,Month-to-month,Fiber,UPI,2,4,1
CUST101441,Female,33,0,45,156,7029.76,Two year,Fiber,Bank Transfer,3,4,0
CUST101442,Male,40,0,14,21,316.86,One year,Fiber,UPI,2,1,0
CUST101443,Female,57,0,24,24,572.98,One year,DSL,UPI,5,3,0
CUST101444,Male,26,0,70,199,13960.48,Month-to-month,DSL,Cash,0,1,0
CUST101445,Male,49,0,16,105,1651.51,Month-to-month,Fiber,Cash,0,1,0
CUST101446,Female,32,0,8,152,1208.74,Two year,Fiber,UPI,5,5,0
CUST101447,Male,54,0,37,87,3214.61,Month-to-month,DSL,Credit Card,2,5,0
CUST101448,Male,30,0,47,28,1281.6,One year,DSL,UPI,2,2,0
CUST101449,Male,22,0,59,112,6560.53,One year,Fiber,Credit Card,3,2,1
CUST101450,Female,28,0,62,169,10481.87,One year,DSL,Bank Transfer,4,4,0
CUST101451,Female,27,0,1,174,185.47,Two year,DSL,UPI,0,2,0
CUST101452,Female,69,1,71,157,11006.87,Month-to-month,DSL,Bank Transfer,0,2,0
CUST101453,Female,30,0,10,144,1414.24,One year,Fiber,UPI,4,4,0
CUST101454,Female,58,0,63,80,5025.8,Month-to-month,DSL,Bank Transfer,1,3,0
CUST101455,Male,70,1,71,70,4979.09,Month-to-month,Fiber,Credit Card,0,4,0
CUST101456,Male,63,1,20,29,621.04,Month-to-month,Fiber,Bank Transfer,3,4,0
CUST101457,Female,67,1,17,153,2585.4,Month-to-month,Fiber,Bank Transfer,2,3,0
CUST101458,Female,32,0,63,81,5132.06,Two year,Fiber,Cash,1,4,0
CUST101459,Female,59,0,37,132,4815.16,One year,Fiber,UPI,0,5,0
CUST101460,Male,73,1,31,152,4779.05,Month-to-month,Fiber,UPI,2,2,0
CUST101461,Male,24,0,10,141,1407.46,Month-to-month,DSL,UPI,0,4,1
CUST101462,Female,57,0,44,142,6172.71,Month-to-month,DSL,UPI,0,1,0
CUST101463,Female,45,0,32,82,2653.79,One year,DSL,Cash,2,2,1
CUST101464,Female,49,0,40,130,5186.74,Two year,DSL,Credit Card,4,5,0
CUST101465,Male,52,0,7,108,847.82,Month-to-month,None,Bank Transfer,2,5,1
CUST101466,Female,32,0,10,70,779.82,Month-to-month,None,Bank Transfer,2,4,0
CUST101467,Female,65,1,50,197,9894.4,Month-to-month,DSL,Credit Card,1,3,0
CUST101468,Male,53,0,40,151,5896.06,Month-to-month,Fiber,Bank Transfer,2,1,0
CUST101469,Female,38,0,16,123,1956.65,One year,Fiber,Cash,4,4,0
CUST101470,Female,23,0,45,142,6453.46,Month-to-month,Fiber,UPI,1,3,0
CUST101471,Female,18,0,31,67,2119.03,Month-to-month,Fiber,UPI,3,5,0
CUST101472,Male,21,0,53,51,2656.88,Month-to-month,DSL,Cash,0,2,0
CUST101473,Male,28,0,19,139,2635.78,One year,Fiber,UPI,2,5,0
CUST101474,Male,61,1,32,198,6365.71,Month-to-month,Fiber,Bank Transfer,4,4,0
CUST101475,Male,43,0,39,199,7681.31,Two year,Fiber,Credit Card,2,3,1
CUST101476,Female,54,0,31,118,3582.64,One year,Fiber,Credit Card,2,4,0
CUST101477,Male,40,0,1,93,214.84,One year,None,Bank Transfer,0,5,1
CUST101478,Male,46,0,32,53,1680.61,Month-to-month,Fiber,Credit Card,2,1,0
CUST101479,Male,38,0,29,183,5211.51,Month-to-month,Fiber,Credit Card,0,5,0
CUST101480,Male,65,1,32,89,2813.37,Month-to-month,DSL,UPI,2,4,1
CUST101481,Female,62,1,25,190,4766.25,Month-to-month,Fiber,Bank Transfer,3,3,0
CUST101482,Male,62,1,21,129,2748.76,Month-to-month,Fiber,Cash,1,4,0
CUST101483,Male,66,1,65,35,2242.07,Month-to-month,DSL,Credit Card,1,2,0
CUST101484,Male,44,0,37,78,2826.16,Month-to-month,Fiber,Bank Transfer,2,2,0
CUST101485,Male,56,0,45,200,9043.55,Month-to-month,DSL,Cash,2,3,0
CUST101486,Male,57,0,14,38,484.76,Two year,DSL,Cash,5,5,1
CUST101487,Female,30,0,43,114,4889.35,Month-to-month,DSL,UPI,3,4,0
CUST101488,Male,40,0,48,132,6369.57,Month-to-month,DSL,UPI,2,2,1
CUST101489,Male,33,0,60,60,3575.71,Month-to-month,Fiber,Credit Card,0,1,0
CUST101490,Female,47,0,66,100,6700.32,One year,Fiber,Bank Transfer,1,2,0
CUST101491,Male,21,0,5,194,927.39,One year,Fiber,Bank Transfer,2,5,0
CUST101492,Female,57,0,8,122,957.6,Month-to-month,Fiber,UPI,0,3,1
CUST101493,Female,33,0,5,73,345.23,One year,Fiber,UPI,1,1,0
CUST101494,Female,48,0,72,114,8176.16,Month-to-month,DSL,UPI,3,4,0
CUST101495,Female,70,1,31,166,5200.24,One year,DSL,Credit Card,2,4,0
CUST101496,Female,59,0,40,81,3222.58,One year,DSL,Bank Transfer,3,3,0
CUST101497,Female,42,0,7,118,968.74,One year,Fiber,Credit Card,2,1,0
CUST101498,Male,61,1,71,112,7957.07,One year,Fiber,Bank Transfer,2,1,1
CUST101499,Female,29,0,49,84,4126.97,Month-to-month,DSL,UPI,2,1,0
CUST101500,Male,43,0,61,87,5228.69,Month-to-month,Fiber,Credit Card,5,3,0
CUST101501,Female,54,0,61,47,2838.07,Month-to-month,None,Cash,2,3,1
CUST101502,Male,65,1,6,37,256.21,Two year,DSL,Credit Card,1,4,0
CUST101503,Female,50,0,3,45,162.26,Month-to-month,Fiber,Credit Card,2,2,1
CUST101504,Male,45,0,5,123,561.92,Month-to-month,DSL,Cash,1,5,1
CUST101505,Female,26,0,57,166,9438.95,Month-to-month,Fiber,Cash,1,4,0
CUST101506,Male,29,0,21,74,1393.41,Month-to-month,Fiber,UPI,1,1,0
CUST101507,Male,22,0,25,138,3410.46,One year,Fiber,Cash,1,2,0
CUST101508,Male,71,1,2,143,372.4,Month-to-month,Fiber,Cash,4,5,1
CUST101509,Female,69,1,40,153,6131.66,Month-to-month,Fiber,Credit Card,2,1,0
CUST101510,Male,71,1,59,148,8788.12,Month-to-month,DSL,Credit Card,0,3,0
CUST101511,Female,45,0,13,27,266.79,One year,DSL,UPI,0,2,0
CUST101512,Male,73,1,11,70,774.79,Month-to-month,Fiber,Cash,1,3,0
CUST101513,Female,52,0,11,104,1138.15,Month-to-month,DSL,Bank Transfer,1,5,0
CUST101514,Female,22,0,12,44,496.89,One year,DSL,Credit Card,2,5,0
CUST101515,Male,51,0,24,194,4644.47,Month-to-month,DSL,UPI,0,1,0
CUST101516,Male,63,1,44,102,4461.64,Month-to-month,DSL,Credit Card,3,3,0
CUST101517,Female,51,0,18,112,1957.7,One year,DSL,Credit Card,2,4,0
CUST101518,Female,30,0,54,136,7350.73,Month-to-month,Fiber,Bank Transfer,1,4,0
CUST101519,Female,56,0,44,157,6951.7,Month-to-month,DSL,UPI,4,3,0
CUST101520,Male,59,0,7,75,485.91,One year,Fiber,Bank Transfer,3,5,0
CUST101521,Male,62,1,52,31,1575.21,Month-to-month,Fiber,Bank Transfer,2,2,0
CUST101522,Male,65,1,54,180,9760.31,Month-to-month,Fiber,UPI,9,3,0
CUST101523,Male,75,1,31,139,4311.44,One year,Fiber,Cash,4,1,0
CUST101524,Male,31,0,50,90,4482.56,Two year,Fiber,Bank Transfer,3,4,0
CUST101525,Male,28,0,43,36,1552.93,One year,DSL,Cash,2,1,0
CUST101526,Male,59,0,69,141,9832.08,Month-to-month,Fiber,Credit Card,4,2,0
CUST101527,Female,55,0,17,143,2488.49,Month-to-month,DSL,UPI,1,4,0
CUST101528,Female,21,0,21,29,695.19,One year,Fiber,UPI,4,4,0
CUST101529,Male,70,1,36,50,1836.79,Month-to-month,DSL,Credit Card,1,4,0
CUST101530,Male,50,0,55,79,4306.87,Month-to-month,DSL,Credit Card,3,1,0
CUST101531,Male,24,0,58,89,5139.9,One year,DSL,Credit Card,4,5,0
CUST101532,Female,73,1,2,36,34.19,Month-to-month,Fiber,Bank Transfer,1,1,0
CUST101533,Female,58,0,27,69,1894.14,Month-to-month,DSL,Bank Transfer,1,5,0
CUST101534,Male,25,0,34,56,1888.81,Month-to-month,Fiber,Bank Transfer,2,3,1
CUST101535,Female,54,0,60,137,8178.32,One year,None,Bank Transfer,1,4,1
CUST101536,Male,68,1,53,176,9322.31,Month-to-month,DSL,Bank Transfer,4,1,0
CUST101537,Female,27,0,62,179,11028.03,Month-to-month,None,Cash,4,2,1
CUST101538,Male,60,1,6,99,644.44,Month-to-month,DSL,Cash,1,2,0
CUST101539,Female,74,1,48,30,1391.68,Two year,Fiber,Bank Transfer,3,5,0
CUST101540,Male,32,0,30,153,4635.62,Month-to-month,None,UPI,3,5,0
CUST101541,Female,55,0,57,142,8117.3,Month-to-month,None,UPI,2,4,0
CUST101542,Female,32,0,60,54,3268.8,One year,Fiber,Cash,1,5,0
CUST101543,Male,22,0,23,52,1138.72,Month-to-month,Fiber,Cash,1,2,0
CUST101544,Male,46,0,19,37,706.32,Month-to-month,DSL,UPI,2,1,0
CUST101545,Male,36,0,36,184,6598.06,One year,Fiber,UPI,1,1,0
CUST101546,Female,71,1,3,32,8.39,One year,DSL,UPI,2,5,0
CUST101547,Male,68,1,19,109,2142.8,Month-to-month,DSL,Cash,2,5,0
CUST101548,Male,27,0,59,129,7606.24,Two year,Fiber,Cash,2,2,0
CUST101549,Male,29,0,23,20,437.47,Month-to-month,DSL,UPI,2,3,0
CUST101550,Male,71,1,49,82,4086.7,Two year,None,Cash,2,1,0
CUST101551,Female,21,0,48,53,2592.35,One year,Fiber,Bank Transfer,3,5,0
CUST101552,Male,48,0,50,122,6265.18,Two year,Fiber,UPI,0,4,0
CUST101553,Male,35,0,35,29,967.42,Month-to-month,Fiber,Credit Card,2,5,0
CUST101554,Female,33,0,65,147,9526.52,Month-to-month,Fiber,UPI,1,5,0
CUST101555,Male,57,0,33,26,954.99,One year,DSL,Cash,1,1,0
CUST101556,Male,53,0,35,75,2582.19,One year,Fiber,Credit Card,1,5,1
CUST101557,Male,42,0,5,99,458.46,Two year,DSL,Credit Card,2,4,0
CUST101558,Male,40,0,38,184,6987.94,Month-to-month,DSL,UPI,1,4,1
CUST101559,Male,29,0,41,176,7298.42,Month-to-month,DSL,Bank Transfer,1,4,1
CUST101560,Male,51,0,57,31,1740.48,Two year,Fiber,Bank Transfer,3,2,0
CUST101561,Male,53,0,11,164,1917.88,Two year,DSL,Cash,3,4,0
CUST101562,Female,54,0,2,67,133.34,Month-to-month,Fiber,Credit Card,4,1,0
CUST101563,Female,20,0,17,45,832.07,One year,Fiber,Bank Transfer,2,3,0
CUST101564,Male,26,0,39,131,5091.95,One year,DSL,Cash,1,5,0
CUST101565,Male,70,1,20,141,2771.25,Month-to-month,Fiber,Credit Card,3,5,0
CUST101566,Female,35,0,14,31,462.67,Two year,Fiber,Cash,3,5,0
CUST101567,Male,60,1,25,168,4127.33,Month-to-month,None,Bank Transfer,7,4,1
CUST101568,Female,52,0,7,61,344.91,One year,DSL,Cash,0,4,0
CUST101569,Female,74,1,41,80,3315.34,Two year,Fiber,Cash,2,4,0
CUST101570,Male,72,1,43,77,3282.37,Month-to-month,Fiber,Bank Transfer,1,3,0
CUST101571,Female,51,0,13,53,620.1,Two year,None,Bank Transfer,2,3,0
CUST101572,Female,58,0,1,26,-4.0,One year,Fiber,Cash,3,3,0
CUST101573,Male,31,0,36,128,4636.09,Two year,Fiber,Bank Transfer,0,3,0
CUST101574,Male,21,0,68,54,3624.97,Month-to-month,DSL,UPI,3,3,0
CUST101575,Male,46,0,37,34,1118.52,Month-to-month,DSL,UPI,2,5,0
CUST101576,Male,58,0,40,44,1751.98,One year,DSL,UPI,2,5,0
CUST101577,Male,62,1,61,78,4775.93,Month-to-month,Fiber,Credit Card,0,3,0
CUST101578,Male,67,1,59,98,5822.58,Month-to-month,Fiber,UPI,1,5,0
CUST101579,Male,32,0,13,105,1416.12,Month-to-month,DSL,UPI,0,3,0
CUST101580,Male,45,0,1,153,145.06,Month-to-month,Fiber,UPI,1,3,1
CUST101581,Male,59,0,69,199,13826.02,One year,DSL,Bank Transfer,1,3,0
CUST101582,Male,33,0,16,107,1705.84,One year,Fiber,Bank Transfer,3,5,0
CUST101583,Male,29,0,27,168,4524.67,One year,Fiber,Bank Transfer,0,2,0
CUST101584,Female,69,1,65,90,5835.52,One year,Fiber,Bank Transfer,1,2,0
CUST101585,Female,22,0,34,140,4767.13,Two year,DSL,Bank Transfer,0,2,0
CUST101586,Female,51,0,4,112,473.43,Month-to-month,Fiber,UPI,3,1,0
CUST101587,Male,59,0,64,115,7429.79,Two year,None,UPI,1,2,0
CUST101588,Male,18,0,39,51,1961.94,Month-to-month,Fiber,Bank Transfer,2,2,0
CUST101589,Female,56,0,55,72,3919.87,Month-to-month,DSL,Cash,5,2,0
CUST101590,Female,49,0,35,78,2737.05,Month-to-month,Fiber,Bank Transfer,2,4,0
CUST101591,Female,43,0,44,88,3850.1,Month-to-month,Fiber,UPI,3,3,0
CUST101592,Female,34,0,22,151,3265.97,Month-to-month,DSL,UPI,2,5,0
CUST101593,Female,65,1,46,105,4890.21,Month-to-month,DSL,Bank Transfer,1,4,0
CUST101594,Female,44,0,30,37,1168.62,Month-to-month,Fiber,Credit Card,2,3,0
CUST101595,Male,41,0,10,100,926.55,Month-to-month,Fiber,Cash,3,2,0
CUST101596,Female,52,0,9,133,1190.18,Month-to-month,None,Bank Transfer,5,2,1
CUST101597,Female,63,1,66,43,2866.85,Month-to-month,DSL,UPI,4,4,0
CUST101598,Male,59,0,13,85,1201.1,Month-to-month,Fiber,Cash,2,5,0
CUST101599,Male,71,1,9,160,1436.89,Month-to-month,DSL,Credit Card,2,4,1
CUST101600,Female,56,0,0,81,43.16,Two year,None,Cash,2,4,0
CUST101601,Male,43,0,4,73,273.55,One year,DSL,Bank Transfer,1,3,0
CUST101602,Female,66,1,19,162,3100.69,Two year,DSL,UPI,1,1,0
CUST101603,Female,55,0,7,150,1095.08,One year,DSL,UPI,1,5,1
CUST101604,Male,40,0,42,56,2369.44,Two year,Fiber,UPI,4,5,0
CUST101605,Male,39,0,0,56,1.33,One year,DSL,Cash,3,4,0
CUST101606,Male,21,0,56,150,8448.38,Month-to-month,Fiber,Bank Transfer,2,4,0
CUST101607,Female,66,1,63,54,3470.36,Month-to-month,Fiber,Bank Transfer,2,2,0
CUST101608,Female,26,0,27,199,5380.54,Month-to-month,Fiber,Cash,3,4,0
CUST101609,Male,21,0,36,143,5199.64,One year,DSL,Cash,1,3,0
CUST101610,Female,24,0,46,175,8021.94,Two year,DSL,Credit Card,2,2,0
CUST101611,Female,40,0,36,37,1312.09,One year,DSL,UPI,2,1,0
CUST101612,Male,19,0,48,141,6846.41,Month-to-month,Fiber,Cash,2,3,1
CUST101613,Male,66,1,43,183,7723.9,Two year,Fiber,UPI,5,5,0
CUST101614,Female,41,0,55,180,9888.08,Two year,DSL,Credit Card,3,5,0
CUST101615,Female,57,0,27,173,4681.83,Month-to-month,Fiber,Bank Transfer,5,3,0
CUST101616,Male,72,1,5,67,276.84,Two year,DSL,UPI,1,4,0
CUST101617,Male,48,0,60,187,11273.82,Month-to-month,Fiber,Cash,1,4,0
CUST101618,Male,64,1,19,36,681.6,Month-to-month,None,Cash,4,4,0
CUST101619,Male,48,0,1,187,222.66,Month-to-month,DSL,Credit Card,2,5,1
CUST101620,Male,64,1,72,154,11163.47,One year,Fiber,UPI,3,3,0
CUST101621,Female,57,0,36,76,2797.54,Month-to-month,Fiber,Bank Transfer,1,4,0
CUST101622,Male,65,1,19,27,495.63,Month-to-month,Fiber,Bank Transfer,4,2,0
CUST101623,Female,68,1,25,147,3618.13,Month-to-month,Fiber,Cash,3,5,0
CUST101624,Female,60,1,28,136,3787.81,Month-to-month,Fiber,Credit Card,2,3,0
CUST101625,Female,51,0,0,75,7.83,Month-to-month,DSL,Cash,2,3,0
CUST101626,Female,72,1,34,145,4841.08,Month-to-month,Fiber,Cash,2,3,0
CUST101627,Male,41,0,69,178,12361.38,Month-to-month,Fiber,Cash,1,3,0
CUST101628,Female,66,1,58,78,4530.07,Month-to-month,None,Cash,4,1,0
CUST101629,Female,43,0,68,77,5224.31,Month-to-month,Fiber,Credit Card,1,2,0
CUST101630,Male,33,0,32,159,4991.38,Two year,DSL,Cash,1,1,0
CUST101631,Female,74,1,50,195,9750.66,Two year,Fiber,UPI,5,4,1
CUST101632,Male,64,1,11,178,1962.79,Month-to-month,Fiber,Cash,1,1,0
CUST101633,Male,30,0,19,127,2371.06,Month-to-month,Fiber,Cash,0,1,0
CUST101634,Male,32,0,52,93,4850.88,Two year,Fiber,Bank Transfer,1,5,0
CUST101635,Female,44,0,42,186,7805.54,Month-to-month,None,Bank Transfer,1,3,0
CUST101636,Female,21,0,49,167,8102.74,One year,DSL,Credit Card,2,1,0
CUST101637,Female,33,0,28,120,3394.17,Month-to-month,DSL,Credit Card,2,3,0
CUST101638,Female,47,0,56,67,3875.54,Month-to-month,Fiber,UPI,2,2,0
CUST101639,Female,61,1,38,90,3509.51,One year,Fiber,Cash,0,1,0
CUST101640,Male,47,0,55,135,7449.58,One year,Fiber,Bank Transfer,0,5,0
CUST101641,Male,53,0,42,141,5935.86,Month-to-month,Fiber,UPI,2,5,0
CUST101642,Female,20,0,49,97,4677.63,Month-to-month,Fiber,UPI,5,4,0
CUST101643,Female,39,0,22,48,1068.58,Two year,DSL,Credit Card,4,1,0
CUST101644,Female,66,1,43,112,4801.32,Month-to-month,Fiber,Bank Transfer,2,2,0
CUST101645,Female,39,0,37,92,3277.03,One year,DSL,Cash,4,3,0
CUST101646,Male,67,1,22,119,2599.17,Month-to-month,Fiber,Credit Card,2,1,0
CUST101647,Female,74,1,44,195,8551.27,Month-to-month,None,UPI,2,4,0
CUST101648,Female,67,1,51,93,4665.74,Month-to-month,DSL,UPI,1,5,0
CUST101649,Female,72,1,49,114,5580.93,One year,DSL,Bank Transfer,3,1,0
CUST101650,Female,66,1,7,36,178.11,Month-to-month,DSL,Bank Transfer,2,4,0
CUST101651,Female,29,0,0,156,20.24,Month-to-month,DSL,Cash,2,2,1
CUST101652,Male,72,1,7,116,839.91,Month-to-month,DSL,Bank Transfer,3,3,1
CUST101653,Male,38,0,28,181,4964.88,Two year,Fiber,Bank Transfer,1,2,0
CUST101654,Male,73,1,4,192,747.4,Two year,Fiber,Credit Card,0,2,0
CUST101655,Female,21,0,46,28,1264.58,One year,DSL,Credit Card,2,3,0
CUST101656,Female,48,0,33,154,5070.2,Two year,Fiber,Cash,1,1,0
CUST101657,Male,61,1,64,163,10309.28,Month-to-month,None,Credit Card,4,3,0
CUST101658,Male,48,0,54,38,2071.29,Two year,DSL,Cash,4,4,0
CUST101659,Female,75,1,42,153,6501.94,Month-to-month,Fiber,Credit Card,1,2,0
CUST101660,Female,40,0,29,133,3932.82,Month-to-month,DSL,UPI,3,3,0
CUST101661,Male,71,1,16,158,2573.48,Month-to-month,DSL,Credit Card,2,5,0
CUST101662,Male,70,1,25,144,3499.32,Two year,Fiber,Cash,2,3,0
CUST101663,Male,37,0,7,80,528.54,One year,DSL,Credit Card,1,3,0
CUST101664,Male,32,0,46,61,2831.18,One year,DSL,Bank Transfer,1,4,0
CUST101665,Female,40,0,71,32,2295.04,Two year,DSL,UPI,2,2,0
CUST101666,Male,45,0,45,159,7213.06,One year,None,Credit Card,1,4,1
CUST101667,Male,33,0,67,104,6954.88,One year,DSL,UPI,2,4,0
CUST101668,Female,54,0,32,39,1187.0,Month-to-month,Fiber,UPI,3,5,0
CUST101669,Male,38,0,0,69,26.52,Two year,Fiber,UPI,2,4,0
CUST101670,Female,32,0,18,183,3270.18,Two year,DSL,UPI,1,4,0
CUST101671,Male,34,0,30,111,3399.74,Two year,DSL,Bank Transfer,2,5,0
CUST101672,Male,67,1,13,107,1424.61,Month-to-month,DSL,Bank Transfer,3,1,0
CUST101673,Female,54,0,52,88,4557.54,Month-to-month,DSL,Cash,1,4,0
CUST101674,Male,30,0,47,56,2640.42,Month-to-month,DSL,Cash,2,3,1
CUST101675,Female,36,0,68,159,10867.81,Month-to-month,DSL,Cash,0,4,0
CUST101676,Female,47,0,61,118,7224.51,Month-to-month,DSL,Cash,3,2,0
CUST101677,Male,62,1,65,144,9366.91,One year,DSL,UPI,1,3,0
CUST101678,Female,35,0,63,187,11793.6,Two year,Fiber,UPI,3,3,0
CUST101679,Female,31,0,69,73,5021.75,Two year,DSL,UPI,3,1,1
CUST101680,Female,53,0,62,149,9258.62,Month-to-month,None,Bank Transfer,2,2,0
CUST101681,Male,53,0,72,197,14185.13,Month-to-month,DSL,Bank Transfer,1,2,0
CUST101682,Female,37,0,32,60,1868.15,Month-to-month,Fiber,UPI,2,2,0
CUST101683,Male,69,1,40,64,2581.39,Month-to-month,None,UPI,2,4,0
CUST101684,Female,36,0,47,122,5761.56,Month-to-month,DSL,UPI,3,4,0
CUST101685,Female,62,1,12,125,1550.35,Month-to-month,Fiber,UPI,4,3,0
CUST101686,Female,61,1,72,156,11152.77,Two year,Fiber,Bank Transfer,2,1,0
CUST101687,Female,24,0,30,147,4423.38,Month-to-month,None,Credit Card,0,4,0
CUST101688,Female,74,1,67,105,7015.61,One year,Fiber,Cash,4,4,0
CUST101689,Female,61,1,3,66,226.59,One year,DSL,Cash,5,1,1
CUST101690,Male,70,1,18,24,370.38,One year,Fiber,Credit Card,5,2,0
CUST101691,Male,21,0,69,20,1444.8,One year,Fiber,Bank Transfer,2,3,0
CUST101692,Male,51,0,12,63,702.31,Two year,DSL,Bank Transfer,1,4,0
CUST101693,Female,19,0,22,169,3692.74,One year,Fiber,Credit Card,3,1,0
CUST101694,Male,22,0,0,57,135.61,Two year,Fiber,Cash,1,1,0
CUST101695,Female,72,1,53,38,2018.66,Month-to-month,DSL,Cash,2,2,0
CUST101696,Male,27,0,70,178,12514.54,Month-to-month,Fiber,Credit Card,3,5,0
CUST101697,Female,49,0,14,134,1888.39,Two year,DSL,Credit Card,2,5,0
CUST101698,Male,59,0,64,106,6847.42,Month-to-month,Fiber,UPI,2,5,0
CUST101699,Male,58,0,70,189,13270.22,One year,DSL,Credit Card,3,5,0
CUST101700,Male,30,0,14,142,1948.08,One year,Fiber,Credit Card,3,4,0
CUST101701,Male,56,0,20,101,1931.13,Month-to-month,Fiber,Cash,3,1,0
CUST101702,Female,22,0,18,173,3050.18,Month-to-month,Fiber,UPI,1,3,0
CUST101703,Female,75,1,59,160,9414.74,Two year,None,UPI,2,4,0
CUST101704,Female,27,0,32,77,2492.24,Two year,DSL,Cash,2,5,0
CUST101705,Male,27,0,48,165,7970.07,One year,DSL,Cash,4,3,0
CUST101706,Female,55,0,34,86,2921.66,One year,Fiber,Bank Transfer,2,3,0
CUST101707,Female,44,0,43,141,6071.3,Two year,Fiber,UPI,1,5,0
CUST101708,Male,68,1,10,106,944.25,One year,Fiber,Credit Card,2,3,0
CUST101709,Male,38,0,71,150,10635.8,Month-to-month,Fiber,UPI,4,4,1
CUST101710,Male,25,0,65,74,4805.3,Month-to-month,Fiber,Bank Transfer,2,2,0
CUST101711,Male,18,0,45,108,4882.44,Month-to-month,DSL,Credit Card,3,4,0
CUST101712,Female,45,0,8,77,599.7,Month-to-month,Fiber,Bank Transfer,2,4,0
CUST101713,Male,66,1,2,82,138.96,Month-to-month,Fiber,Cash,0,2,0
CUST101714,Female,56,0,25,110,2844.41,Two year,Fiber,Bank Transfer,1,5,1
CUST101715,Male,31,0,71,71,4972.08,One year,None,Cash,2,5,0
CUST101716,Male,38,0,47,145,6883.33,Two year,DSL,Bank Transfer,0,2,0
CUST101717,Male,47,0,65,43,2826.18,One year,Fiber,Cash,0,4,0
CUST101718,Male,38,0,69,91,6272.7,Month-to-month,DSL,UPI,2,1,0
CUST101719,Female,66,1,27,28,866.12,Month-to-month,Fiber,Cash,2,3,1
CUST101720,Male,26,0,25,129,3221.78,Two year,Fiber,UPI,1,3,0
CUST101721,Male,34,0,24,184,4373.15,Month-to-month,DSL,Cash,0,3,1
CUST101722,Female,22,0,11,113,1253.7,One year,None,Bank Transfer,2,1,1
CUST101723,Male,75,1,4,136,587.79,Month-to-month,Fiber,Bank Transfer,3,4,1
CUST101724,Female,74,1,47,102,4821.63,Month-to-month,None,Bank Transfer,0,5,0
CUST101725,Female,48,0,36,200,7172.99,Month-to-month,DSL,Cash,2,2,0
CUST101726,Female,69,1,43,99,4290.26,One year,Fiber,Cash,0,3,0
CUST101727,Male,57,0,14,171,2308.1,Two year,Fiber,Bank Transfer,0,1,0
CUST101728,Female,55,0,42,168,7124.06,One year,Fiber,UPI,3,2,0
CUST101729,Male,60,1,47,119,5633.01,One year,Fiber,Cash,2,4,1
CUST101730,Female,36,0,69,59,3962.54,Two year,Fiber,UPI,3,1,0
CUST101731,Female,53,0,45,122,5453.42,One year,Fiber,Cash,2,1,1
CUST101732,Male,67,1,42,81,3464.31,Two year,DSL,Bank Transfer,1,2,0
